t,n,e,seg_old,seg_new,seg_diff,tgt_old_n,tgt_old_e,tgt_new_n,tgt_new_e,tgt_dist_m
8.644,-0.0,0.002,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
8.848,0.002,0.001,0,0,0,70.001999991496,0.019743613000192523,70.001999991496,0.019743613000192523,0.0
9.052,0.007,0.001,0,0,0,70.00699999149572,0.01974356039973862,70.00699999149572,0.01974356039973862,0.0
9.252,0.008,0.004,0,0,0,70.00799999183455,0.019743549879644277,70.00799999183455,0.019743549879644277,0.0
9.46,0.008,0.011,0,0,0,70.00799999262529,0.019743549879635957,70.00799999262529,0.019743549879635957,0.0
9.668,0.009,0.013,0,0,0,70.00899999285114,0.0197435393595428,70.00899999285114,0.0197435393595428,0.0
9.868,0.012,0.016,0,0,0,70.01199999318987,0.019743507799266896,70.01199999318987,0.019743507799266896,0.0
10.076,0.014,0.019,0,0,0,70.01399999352864,0.019743486759081767,70.01399999352864,0.019743486759081767,0.0
10.28,0.011,0.019,0,0,0,70.0109999935288,0.01974351831935411,70.0109999935288,0.01974351831935411,0.0
10.484,0.004,0.017,0,0,0,70.00399999330328,0.01974359195999195,70.00399999330328,0.01974359195999195,0.0
10.696,-0.002,0.014,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
10.9,-0.005,0.011,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
11.108,-0.007,0.006,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
11.32,-0.007,-0.001,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
11.532,-0.008,-0.006,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
11.736,-0.011,-0.01,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
11.944,-0.013,-0.013,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
12.152,-0.014,-0.013,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
12.352,-0.016,-0.012,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
12.56,-0.018,-0.01,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
12.768,-0.021,-0.012,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
12.976,-0.025,-0.015,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
13.184,-0.027,-0.019,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
13.384,-0.025,-0.023,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
13.592,-0.021,-0.027,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
13.8,-0.018,-0.032,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
14.004,-0.017,-0.036,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
14.204,-0.018,-0.037,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
14.412,-0.021,-0.038,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
14.62,-0.025,-0.037,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
14.82,-0.027,-0.032,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
15.028,-0.03,-0.027,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
15.236,-0.029,-0.024,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
15.44,-0.025,-0.025,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
15.644,-0.023,-0.029,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
15.852,-0.022,-0.03,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
16.06,-0.024,-0.028,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
16.268,-0.026,-0.027,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
16.476,-0.029,-0.023,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
16.68,-0.032,-0.02,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
16.884,-0.038,-0.017,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
17.088,-0.044,-0.016,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
17.296,-0.049,-0.013,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
17.504,-0.053,-0.012,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
17.712,-0.055,-0.013,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
17.92,-0.056,-0.016,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
18.128,-0.054,-0.018,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
18.336,-0.052,-0.017,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
18.536,-0.048,-0.016,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
18.744,-0.043,-0.015,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
18.952,-0.039,-0.013,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
19.16,-0.036,-0.012,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
19.368,-0.036,-0.009,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
19.572,-0.034,-0.008,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
19.78,-0.03,-0.009,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
19.984,-0.026,-0.01,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
20.192,-0.019,-0.011,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
20.4,-0.015,-0.011,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
20.604,-0.011,-0.008,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
20.812,-0.01,-0.005,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
21.016,-0.011,-0.001,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
21.216,-0.01,0.003,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
21.42,-0.008,0.008,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
21.628,-0.006,0.01,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
21.836,-0.001,0.009,0,0,0,69.99999999364238,0.019743634040351506,69.99999999364238,0.019743634040351506,0.0
22.036,0.005,0.006,0,0,0,70.00499999206065,0.01974358143991424,70.00499999206065,0.01974358143991424,0.0
22.244,0.011,0.004,0,0,0,70.01099999183438,0.019743518319371937,70.01099999183438,0.019743518319371937,0.0
22.452,0.016,0.004,0,0,0,70.01599999183411,0.019743465718918034,70.01599999183411,0.019743465718918034,0.0
22.66,0.018,0.007,0,0,0,70.01799999217288,0.01974344467873291,70.01799999217288,0.01974344467873291,0.0
22.864,0.018,0.008,0,0,0,70.01799999228584,0.01974344467873172,70.01799999228584,0.01974344467873172,0.0
23.068,0.017,0.007,0,0,0,70.01699999217294,0.019743455198823687,70.01699999217294,0.019743455198823687,0.0
23.284,0.015,0.006,0,0,0,70.01499999206008,0.019743476239006436,70.01499999206008,0.019743476239006436,0.0
