t,n,e,seg_old,seg_new,seg_diff,tgt_old_n,tgt_old_e,tgt_new_n,tgt_new_e,tgt_dist_m
5.808,-0.0,0.001,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
6.008,-0.0,0.001,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
6.208,-0.0,0.001,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
6.408,-0.0,0.0,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
6.616,-0.0,0.0,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
6.816,-0.0,0.0,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
7.016,0.0,0.0,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
7.216,0.0,0.0,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
7.416,-0.001,-0.0,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
7.624,-0.005,0.0,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
7.824,-0.014,-0.001,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
8.032,-0.021,-0.001,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
8.24,-0.021,-0.002,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
8.448,-0.017,-0.0,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
8.656,-0.014,0.002,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
8.864,-0.015,0.002,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
9.072,-0.019,-0.001,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
9.272,-0.023,-0.002,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
9.48,-0.029,0.0,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
9.688,-0.033,0.005,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
9.896,-0.037,0.01,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
10.104,-0.036,0.013,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
10.304,-0.032,0.014,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
10.512,-0.028,0.012,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
10.72,-0.023,0.007,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
10.932,-0.014,-0.001,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
11.136,-0.005,-0.01,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
11.336,-0.003,-0.02,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
11.54,-0.005,-0.026,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
11.744,-0.009,-0.026,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
11.944,-0.012,-0.02,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
12.152,-0.012,-0.012,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
12.352,-0.009,-0.001,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
12.56,-0.004,0.009,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
12.768,0.003,0.015,0,0,0,70.00999999995297,2.2989519966175022e-05,70.00999999995297,2.2989519966175022e-05,0.0
12.976,0.011,0.019,0,0,0,70.01100000044912,2.299172689537406e-05,70.01100000044912,2.299172689537406e-05,0.0
13.184,0.016,0.017,0,0,0,70.01600000039687,2.300276153577916e-05,70.01600000039687,2.300276153577916e-05,0.0
13.384,0.022,0.014,0,0,0,70.02200000031853,2.301600310423073e-05,70.02200000031853,2.301600310423073e-05,0.0
13.592,0.028,0.012,0,0,0,70.02800000026627,2.3029244672739882e-05,70.02800000026627,2.3029244672739882e-05,0.0
13.8,0.034,0.01,0,0,0,70.03400000021404,2.3042486241249065e-05,70.03400000021404,2.3042486241249065e-05,0.0
14.008,0.04,0.012,0,0,0,70.04000000026625,2.3055727809988758e-05,70.04000000026625,2.3055727809988758e-05,0.0
14.208,0.044,0.015,0,0,0,70.04400000034458,2.3064555522577962e-05,70.04400000034458,2.3064555522577962e-05,0.0
14.416,0.044,0.015,0,0,0,70.04400000034458,2.3064555522577962e-05,70.04400000034458,2.3064555522577962e-05,0.0
14.624,0.039,0.014,0,0,0,70.03900000031848,2.3053520881999965e-05,70.03900000031848,2.3053520881999965e-05,0.0
14.832,0.032,0.013,0,0,0,70.03200000029238,2.303807238521383e-05,70.03200000029238,2.303807238521383e-05,0.0
15.04,0.025,0.013,0,0,0,70.02500000029241,2.3022623888485305e-05,70.02500000029241,2.3022623888485305e-05,0.0
15.24,0.02,0.015,0,0,0,70.02000000034465,2.3011589248080207e-05,70.02000000034465,2.3011589248080207e-05,0.0
15.448,0.016,0.016,0,0,0,70.01600000037077,2.300276153572155e-05,70.01600000037077,2.300276153572155e-05,0.0
15.656,0.014,0.016,0,0,0,70.01400000037077,2.299834767951338e-05,70.01400000037077,2.299834767951338e-05,0.0
15.864,0.019,0.015,0,0,0,70.01900000034465,2.3009382319976123e-05,70.01900000034465,2.3009382319976123e-05,0.0
16.072,0.025,0.014,0,0,0,70.02500000031853,2.302262388854295e-05,70.02500000031853,2.302262388854295e-05,0.0
16.28,0.031,0.015,0,0,0,70.03100000034462,2.3035865457225002e-05,70.03100000034462,2.3035865457225002e-05,0.0
16.488,0.037,0.015,0,0,0,70.0370000003446,2.304910702584944e-05,70.0370000003446,2.304910702584944e-05,0.0
16.696,0.042,0.014,0,0,0,70.04200000031848,2.3060141666312185e-05,70.04200000031848,2.3060141666312185e-05,0.0
16.904,0.044,0.012,0,0,0,70.04400000026624,2.3064555522405063e-05,70.04400000026624,2.3064555522405063e-05,0.0
17.116,0.044,0.01,0,0,0,70.04400000021401,2.3064555522289805e-05,70.04400000021401,2.3064555522289805e-05,0.0
17.32,0.042,0.008,0,0,0,70.0420000001618,2.3060141665966412e-05,70.0420000001618,2.3060141665966412e-05,0.0
17.528,0.04,0.006,0,0,0,70.04000000010957,2.305572780964299e-05,70.04000000010957,2.305572780964299e-05,0.0
17.728,0.039,0.004,0,0,0,70.03900000005734,2.305352088142365e-05,70.03900000005734,2.305352088142365e-05,0.0
17.936,0.041,0.007,0,0,0,70.04100000013568,2.3057934737804686e-05,70.04100000013568,2.3057934737804686e-05,0.0
18.144,0.043,0.01,0,0,0,70.04300000021402,2.3062348594185724e-05,70.04300000021402,2.3062348594185724e-05,0.0
18.344,0.042,0.014,0,0,0,70.04200000031848,2.3060141666312185e-05,70.04200000031848,2.3060141666312185e-05,0.0
18.552,0.039,0.017,0,0,0,70.03900000039681,2.3053520882172834e-05,70.03900000039681,2.3053520882172834e-05,0.0
18.76,0.038,0.02,0,0,0,70.03800000047515,2.305131395424165e-05,70.03800000047515,2.305131395424165e-05,0.0
18.968,0.038,0.021,0,0,0,70.03800000050127,2.3051313954299295e-05,70.03800000050127,2.3051313954299295e-05,0.0
19.176,0.037,0.023,0,0,0,70.0370000005535,2.3049107026310468e-05,70.0370000005535,2.3049107026310468e-05,0.0
19.376,0.037,0.025,0,0,0,70.03700000060574,2.3049107026425756e-05,70.03700000060574,2.3049107026425756e-05,0.0
19.588,0.038,0.025,0,0,0,70.03800000060572,2.3051313954529807e-05,70.03800000060572,2.3051313954529807e-05,0.0
19.792,0.039,0.025,0,0,0,70.03900000060572,2.305352088263389e-05,70.03900000060572,2.305352088263389e-05,0.0
19.996,0.04,0.03,0,0,0,70.04000000073628,2.30557278110261e-05,70.04000000073628,2.30557278110261e-05,0.0
20.2,0.039,0.034,0,0,0,70.03900000084074,2.305352088315256e-05,70.03900000084074,2.305352088315256e-05,0.0
20.408,0.039,0.036,0,0,0,70.03900000089297,2.3053520883267817e-05,70.03900000089297,2.3053520883267817e-05,0.0
20.62,0.038,0.037,0,0,0,70.03800000091908,2.305131395522138e-05,70.03800000091908,2.305131395522138e-05,0.0
20.824,0.037,0.036,0,0,0,70.03700000089299,2.3049107027059682e-05,70.03700000089299,2.3049107027059682e-05,0.0
21.032,0.037,0.034,0,0,0,70.03700000084075,2.3049107026944394e-05,70.03700000084075,2.3049107026944394e-05,0.0
21.24,0.039,0.032,0,0,0,70.03900000078852,2.3053520883037303e-05,70.03900000078852,2.3053520883037303e-05,0.0
21.44,0.038,0.03,0,0,0,70.03800000073629,2.3051313954817964e-05,70.03800000073629,2.3051313954817964e-05,0.0
21.644,0.037,0.031,0,0,0,70.03700000076242,2.3049107026771525e-05,70.03700000076242,2.3049107026771525e-05,0.0
21.844,0.037,0.032,0,0,0,70.03700000078852,2.3049107026829137e-05,70.03700000078852,2.3049107026829137e-05,0.0
22.052,0.039,0.032,0,0,0,70.03900000078852,2.3053520883037303e-05,70.03900000078852,2.3053520883037303e-05,0.0
22.256,0.044,0.03,0,0,0,70.04400000073628,2.3064555523442404e-05,70.04400000073628,2.3064555523442404e-05,0.0
22.46,0.05,0.027,0,0,0,70.05000000065792,2.3077797091893943e-05,70.05000000065792,2.3077797091893943e-05,0.0
22.668,0.053,0.025,0,0,0,70.05300000060569,2.3084417876090906e-05,70.05300000060569,2.3084417876090906e-05,0.0
