t,n,e,seg_old,seg_new,seg_diff,tgt_old_n,tgt_old_e,tgt_new_n,tgt_new_e,tgt_dist_m
5.876,-0.0,0.0,0,0,0,40.0,0.01,40.0,0.01,0.0
6.084,-0.0,0.0,0,0,0,40.0,0.01,40.0,0.01,0.0
6.284,-0.0,0.0,0,0,0,40.0,0.01,40.0,0.01,0.0
6.484,0.0,0.0,0,0,0,40.0,0.01,40.0,0.01,0.0
6.684,0.001,0.0,0,0,0,40.0,0.01,40.0,0.01,0.0
6.884,0.001,0.001,0,0,0,40.0,0.01,40.0,0.01,0.0
7.092,0.002,0.001,0,0,0,40.0,0.01,40.0,0.01,0.0
7.292,0.002,0.002,0,0,0,40.0,0.01,40.0,0.01,0.0
7.492,0.0,0.004,0,0,0,40.0,0.01,40.0,0.01,0.0
7.692,-0.002,0.006,0,0,0,40.0,0.01,40.0,0.01,0.0
7.892,-0.005,0.006,0,0,0,40.0,0.01,40.0,0.01,0.0
8.092,-0.006,0.003,0,0,0,40.0,0.01,40.0,0.01,0.0
8.3,-0.001,-0.003,0,0,0,40.0,0.01,40.0,0.01,0.0
8.508,0.006,-0.01,0,0,0,40.0,0.01,40.0,0.01,0.0
8.708,0.013,-0.015,0,0,0,40.0,0.01,40.0,0.01,0.0
8.916,0.015,-0.02,0,0,0,40.0,0.01,40.0,0.01,0.0
9.124,0.014,-0.022,0,0,0,40.0,0.01,40.0,0.01,0.0
9.332,0.012,-0.024,0,0,0,40.0,0.01,40.0,0.01,0.0
9.54,0.012,-0.027,0,0,0,40.0,0.01,40.0,0.01,0.0
9.74,0.017,-0.03,0,0,0,40.0,0.01,40.0,0.01,0.0
9.948,0.026,-0.031,0,0,0,40.0,0.01,40.0,0.01,0.0
10.156,0.035,-0.032,0,0,0,40.0,0.01,40.0,0.01,0.0
10.36,0.039,-0.031,0,0,0,40.0,0.01,40.0,0.01,0.0
10.56,0.037,-0.025,0,0,0,40.0,0.01,40.0,0.01,0.0
10.768,0.032,-0.018,0,0,0,40.0,0.01,40.0,0.01,0.0
10.972,0.026,-0.012,0,0,0,40.0,0.01,40.0,0.01,0.0
11.176,0.02,-0.005,0,0,0,40.0,0.01,40.0,0.01,0.0
11.384,0.018,-0.0,0,0,0,40.0,0.01,40.0,0.01,0.0
11.592,0.018,0.003,0,0,0,40.0,0.01,40.0,0.01,0.0
11.8,0.02,0.004,0,0,0,40.0,0.01,40.0,0.01,0.0
12.008,0.021,0.004,0,0,0,40.0,0.01,40.0,0.01,0.0
12.208,0.022,0.006,0,0,0,40.0,0.01,40.0,0.01,0.0
12.416,0.024,0.007,0,0,0,40.0,0.01,40.0,0.01,0.0
12.624,0.028,0.006,0,0,0,40.0,0.01,40.0,0.01,0.0
12.832,0.033,0.004,0,0,0,40.0,0.01,40.0,0.01,0.0
13.04,0.037,0.002,0,0,0,40.0,0.01,40.0,0.01,0.0
13.24,0.042,-0.0,0,0,0,40.0,0.01,40.0,0.01,0.0
13.448,0.047,0.0,0,0,0,40.0,0.01,40.0,0.01,0.0
13.656,0.047,0.003,0,0,0,40.0,0.01,40.0,0.01,0.0
13.864,0.048,0.004,0,0,0,40.0,0.01,40.0,0.01,0.0
14.072,0.049,0.005,0,0,0,40.0,0.01,40.0,0.01,0.0
14.272,0.05,0.006,0,0,0,40.0,0.01,40.0,0.01,0.0
14.48,0.049,0.007,0,0,0,40.0,0.01,40.0,0.01,0.0
14.688,0.048,0.005,0,0,0,40.0,0.01,40.0,0.01,0.0
14.896,0.047,0.002,0,0,0,40.0,0.01,40.0,0.01,0.0
15.104,0.044,-0.001,0,0,0,40.0,0.01,40.0,0.01,0.0
15.304,0.04,0.0,0,0,0,40.0,0.01,40.0,0.01,0.0
15.512,0.033,0.004,0,0,0,40.0,0.01,40.0,0.01,0.0
15.72,0.024,0.009,0,0,0,40.0,0.01,40.0,0.01,0.0
15.928,0.018,0.015,0,0,0,40.0,0.01,40.0,0.01,0.0
16.136,0.017,0.019,0,0,0,40.0,0.01,40.0,0.01,0.0
16.344,0.016,0.023,0,0,0,40.0,0.01,40.0,0.01,0.0
16.552,0.016,0.027,0,0,0,40.0,0.01,40.0,0.01,0.0
16.76,0.017,0.028,0,0,0,40.0,0.01,40.0,0.01,0.0
16.972,0.019,0.027,0,0,0,40.0,0.01,40.0,0.01,0.0
17.176,0.019,0.024,0,0,0,40.0,0.01,40.0,0.01,0.0
17.376,0.019,0.02,0,0,0,40.0,0.01,40.0,0.01,0.0
17.584,0.017,0.013,0,0,0,40.0,0.01,40.0,0.01,0.0
17.788,0.015,0.006,0,0,0,40.0,0.01,40.0,0.01,0.0
17.996,0.012,-0.002,0,0,0,40.0,0.01,40.0,0.01,0.0
18.196,0.009,-0.009,0,0,0,40.0,0.01,40.0,0.01,0.0
18.404,0.007,-0.014,0,0,0,40.0,0.01,40.0,0.01,0.0
18.612,0.005,-0.015,0,0,0,40.0,0.01,40.0,0.01,0.0
18.812,0.002,-0.012,0,0,0,40.0,0.01,40.0,0.01,0.0
19.016,-0.001,-0.009,0,0,0,40.0,0.01,40.0,0.01,0.0
19.216,-0.004,-0.006,0,0,0,40.0,0.01,40.0,0.01,0.0
19.424,-0.008,-0.003,0,0,0,40.0,0.01,40.0,0.01,0.0
19.632,-0.013,0.001,0,0,0,40.0,0.01,40.0,0.01,0.0
19.84,-0.018,0.005,0,0,0,40.0,0.01,40.0,0.01,0.0
20.048,-0.021,0.009,0,0,0,40.0,0.01,40.0,0.01,0.0
20.248,-0.019,0.011,0,0,0,40.0,0.01,40.0,0.01,0.0
20.452,-0.016,0.011,0,0,0,40.0,0.01,40.0,0.01,0.0
20.66,-0.013,0.011,0,0,0,40.0,0.01,40.0,0.01,0.0
20.868,-0.009,0.008,0,0,0,40.0,0.01,40.0,0.01,0.0
21.068,-0.005,0.005,0,0,0,40.0,0.01,40.0,0.01,0.0
21.276,-0.001,0.003,0,0,0,40.0,0.01,40.0,0.01,0.0
21.484,0.004,0.002,0,0,0,40.0,0.01,40.0,0.01,0.0
21.692,0.01,0.002,0,0,0,40.0,0.01,40.0,0.01,0.0
21.9,0.016,0.004,0,0,0,40.0,0.01,40.0,0.01,0.0
22.1,0.022,0.004,0,0,0,40.0,0.01,40.0,0.01,0.0
22.308,0.026,0.002,0,0,0,40.0,0.01,40.0,0.01,0.0
22.512,0.028,-0.001,0,0,0,40.0,0.01,40.0,0.01,0.0
22.72,0.028,-0.005,0,0,0,40.0,0.01,40.0,0.01,0.0
22.92,0.028,-0.006,0,0,0,40.0,0.01,40.0,0.01,0.0
23.128,0.027,-0.005,0,0,0,40.0,0.01,40.0,0.01,0.0
23.336,0.029,-0.003,0,0,0,40.0,0.01,40.0,0.01,0.0
23.536,0.032,0.0,0,0,0,40.0,0.01,40.0,0.01,0.0
23.744,0.034,0.003,0,0,0,40.0,0.01,40.0,0.01,0.0
23.952,0.034,0.006,0,0,0,40.0,0.01,40.0,0.01,0.0
24.16,0.029,0.009,0,0,0,40.0,0.01,40.0,0.01,0.0
24.368,0.021,0.009,0,0,0,40.0,0.01,40.0,0.01,0.0
24.568,0.012,0.009,0,0,0,40.0,0.01,40.0,0.01,0.0
24.776,0.005,0.01,0,0,0,40.0,0.01,40.0,0.01,0.0
24.984,-0.001,0.01,0,0,0,40.0,0.01,40.0,0.01,0.0
25.192,-0.004,0.009,0,0,0,40.0,0.01,40.0,0.01,0.0
25.4,-0.004,0.011,0,0,0,40.0,0.01,40.0,0.01,0.0
25.6,-0.004,0.013,0,0,0,40.0,0.01,40.0,0.01,0.0
25.808,-0.005,0.016,0,0,0,40.0,0.01,40.0,0.01,0.0
26.016,-0.008,0.016,0,0,0,40.0,0.01,40.0,0.01,0.0
26.216,-0.01,0.012,0,0,0,40.0,0.01,40.0,0.01,0.0
26.424,-0.014,0.006,0,0,0,40.0,0.01,40.0,0.01,0.0
26.632,-0.021,0.002,0,0,0,40.0,0.01,40.0,0.01,0.0
26.84,-0.028,0.0,0,0,0,40.0,0.01,40.0,0.01,0.0
27.048,-0.032,-0.0,0,0,0,40.0,0.01,40.0,0.01,0.0
27.248,-0.034,-0.0,0,0,0,40.0,0.01,40.0,0.01,0.0
27.456,-0.035,-0.001,0,0,0,40.0,0.01,40.0,0.01,0.0
27.664,-0.033,-0.001,0,0,0,40.0,0.01,40.0,0.01,0.0
27.872,-0.031,-0.001,0,0,0,40.0,0.01,40.0,0.01,0.0
28.08,-0.03,-0.001,0,0,0,40.0,0.01,40.0,0.01,0.0
28.28,-0.029,-0.006,0,0,0,40.0,0.01,40.0,0.01,0.0
28.488,-0.033,-0.017,0,0,0,40.0,0.01,40.0,0.01,0.0
28.696,-0.04,-0.033,0,0,0,40.0,0.01,40.0,0.01,0.0
28.904,-0.048,-0.049,0,0,0,40.0,0.01,40.0,0.01,0.0
29.112,-0.056,-0.062,0,0,0,40.0,0.01,40.0,0.01,0.0
29.312,-0.064,-0.073,0,0,0,40.0,0.01,40.0,0.01,0.0
29.52,-0.068,-0.081,0,0,0,40.0,0.01,40.0,0.01,0.0
29.728,-0.069,-0.083,0,0,0,40.0,0.01,40.0,0.01,0.0
29.936,-0.065,-0.075,0,0,0,40.0,0.01,40.0,0.01,0.0
30.144,-0.051,-0.056,0,0,0,40.0,0.01,40.0,0.01,0.0
30.344,-0.038,-0.039,0,0,0,40.0,0.01,40.0,0.01,0.0
30.552,-0.036,-0.027,0,0,0,40.0,0.01,40.0,0.01,0.0
30.76,-0.044,-0.028,0,0,0,40.0,0.01,40.0,0.01,0.0
30.968,-0.061,-0.037,0,0,0,40.0,0.01,40.0,0.01,0.0
31.176,-0.075,-0.048,0,0,0,40.0,0.01,40.0,0.01,0.0
31.376,-0.079,-0.053,0,0,0,40.0,0.01,40.0,0.01,0.0
31.584,-0.068,-0.05,0,0,0,40.0,0.01,40.0,0.01,0.0
31.792,-0.049,-0.04,0,0,0,40.0,0.01,40.0,0.01,0.0
32.0,-0.028,-0.028,0,0,0,40.0,0.01,40.0,0.01,0.0
32.2,-0.013,-0.022,0,0,0,40.0,0.01,40.0,0.01,0.0
32.408,-0.005,-0.021,0,0,0,40.0,0.01,40.0,0.01,0.0
32.616,-0.009,-0.024,0,0,0,40.0,0.01,40.0,0.01,0.0
32.816,-0.024,-0.027,0,0,0,40.0,0.01,40.0,0.01,0.0
33.024,-0.045,-0.028,0,0,0,40.0,0.01,40.0,0.01,0.0
33.232,-0.059,-0.025,0,0,0,40.0,0.01,40.0,0.01,0.0
33.432,-0.063,-0.02,0,0,0,40.0,0.01,40.0,0.01,0.0
33.64,-0.059,-0.016,0,0,0,40.0,0.01,40.0,0.01,0.0
33.84,-0.05,-0.014,0,0,0,40.0,0.01,40.0,0.01,0.0
34.048,-0.037,-0.015,0,0,0,40.0,0.01,40.0,0.01,0.0
34.256,-0.028,-0.019,0,0,0,40.0,0.01,40.0,0.01,0.0
34.456,-0.024,-0.023,0,0,0,40.0,0.01,40.0,0.01,0.0
34.664,-0.025,-0.027,0,0,0,40.0,0.01,40.0,0.01,0.0
34.872,-0.029,-0.03,0,0,0,40.0,0.01,40.0,0.01,0.0
35.072,-0.038,-0.029,0,0,0,40.0,0.01,40.0,0.01,0.0
35.28,-0.046,-0.026,0,0,0,40.0,0.01,40.0,0.01,0.0
35.488,-0.049,-0.024,0,0,0,40.0,0.01,40.0,0.01,0.0
35.688,-0.048,-0.023,0,0,0,40.0,0.01,40.0,0.01,0.0
35.896,-0.041,-0.024,0,0,0,40.0,0.01,40.0,0.01,0.0
36.104,-0.03,-0.029,0,0,0,40.0,0.01,40.0,0.01,0.0
36.304,-0.02,-0.034,0,0,0,40.0,0.01,40.0,0.01,0.0
36.512,-0.013,-0.033,0,0,0,40.0,0.01,40.0,0.01,0.0
36.712,-0.012,-0.03,0,0,0,40.0,0.01,40.0,0.01,0.0
36.92,-0.015,-0.029,0,0,0,40.0,0.01,40.0,0.01,0.0
37.128,-0.019,-0.03,0,0,0,40.0,0.01,40.0,0.01,0.0
37.328,-0.018,-0.031,0,0,0,40.0,0.01,40.0,0.01,0.0
37.536,-0.015,-0.026,0,0,0,40.0,0.01,40.0,0.01,0.0
37.744,-0.009,-0.017,0,0,0,40.0,0.01,40.0,0.01,0.0
37.944,-0.002,-0.011,0,0,0,40.0,0.01,40.0,0.01,0.0
38.152,0.006,-0.009,0,0,0,40.0,0.01,40.0,0.01,0.0
38.36,0.01,-0.012,0,0,0,40.0,0.01,40.0,0.01,0.0
38.56,0.009,-0.016,0,0,0,40.0,0.01,40.0,0.01,0.0
38.768,0.005,-0.017,0,0,0,40.0,0.01,40.0,0.01,0.0
38.968,-0.001,-0.014,0,0,0,40.0,0.01,40.0,0.01,0.0
39.176,-0.01,-0.01,0,0,0,40.0,0.01,40.0,0.01,0.0
39.384,-0.018,-0.007,0,0,0,40.0,0.01,40.0,0.01,0.0
39.584,-0.022,-0.01,0,0,0,40.0,0.01,40.0,0.01,0.0
39.792,-0.019,-0.016,0,0,0,40.0,0.01,40.0,0.01,0.0
40.0,-0.01,-0.019,0,0,0,40.0,0.01,40.0,0.01,0.0
40.2,-0.002,-0.015,0,0,0,40.0,0.01,40.0,0.01,0.0
40.408,0.0,-0.007,0,0,0,40.0,0.01,40.0,0.01,0.0
40.616,-0.005,0.0,0,0,0,40.0,0.01,40.0,0.01,0.0
