t,n,e,seg_old,seg_new,seg_diff,tgt_old_n,tgt_old_e,tgt_new_n,tgt_new_e,tgt_dist_m
5.896,-0.0,-0.0,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
6.096,-0.0,-0.001,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
6.296,-0.0,-0.0,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
6.496,-0.0,-0.0,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
6.704,0.0,0.001,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
6.908,0.001,0.001,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
7.116,0.001,0.002,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
7.316,-0.0,0.002,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
7.516,-0.002,0.001,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
7.716,-0.001,-0.003,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
7.916,-0.0,-0.005,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
8.124,0.003,-0.007,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
8.332,0.008,-0.009,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
8.54,0.014,-0.012,0,0,0,70.01399999942798,-0.020045812285492952,70.01399999942798,-0.020045812285492952,0.0
8.74,0.02,-0.015,0,0,0,70.01999999957334,-0.020045838337842185,70.01999999957334,-0.020045838337842185,0.0
8.948,0.026,-0.017,0,0,0,70.02599999967025,-0.02004586439019121,70.02599999967025,-0.02004586439019121,0.0
9.156,0.03,-0.017,0,0,0,70.0299999996702,-0.02004588175842361,70.0299999996702,-0.02004588175842361,0.0
9.364,0.032,-0.019,0,0,0,70.03199999976714,-0.020045890442540234,70.03199999976714,-0.020045890442540234,0.0
9.572,0.033,-0.022,0,0,0,70.03299999991256,-0.020045894784598964,70.03299999991256,-0.020045894784598964,0.0
9.772,0.034,-0.021,0,0,0,70.03399999986406,-0.020045899126656854,70.03399999986406,-0.020045899126656854,0.0
9.98,0.037,-0.018,0,0,0,70.0369999997186,-0.020045912152830525,70.0369999997186,-0.020045912152830525,0.0
10.188,0.039,-0.014,0,0,0,70.03899999952469,-0.020045920836945882,70.03899999952469,-0.020045920836945882,0.0
10.396,0.04,-0.013,0,0,0,70.0399999994762,-0.020045925179003773,70.0399999994762,-0.020045925179003773,0.0
10.604,0.038,-0.011,0,0,0,70.03799999937927,-0.020045916494887153,70.03799999937927,-0.020045916494887153,0.0
10.804,0.034,-0.012,0,0,0,70.03399999942778,-0.02004589912665496,70.03399999942778,-0.02004589912665496,0.0
11.012,0.03,-0.013,0,0,0,70.02999999947629,-0.02004588175842277,70.02999999947629,-0.02004588175842277,0.0
11.22,0.027,-0.016,0,0,0,70.02699999962175,-0.0200458687322491,70.02699999962175,-0.0200458687322491,0.0
11.428,0.025,-0.024,0,0,0,70.02500000000958,-0.020045860048134582,70.02500000000958,-0.020045860048134582,0.0
11.636,0.025,-0.031,0,0,0,70.02500000034891,-0.020045860048136056,70.02500000034891,-0.020045860048136056,0.0
11.836,0.022,-0.034,0,0,0,70.02200000049437,-0.020045847021962385,70.02200000049437,-0.020045847021962385,0.0
12.044,0.019,-0.036,0,0,0,70.01900000059136,-0.020045833995788506,70.01900000059136,-0.020045833995788506,0.0
12.252,0.014,-0.039,0,0,0,70.01400000073684,-0.020045812285498635,70.01400000073684,-0.020045812285498635,0.0
12.46,0.011,-0.042,0,0,0,70.0110000008823,-0.020045799259324967,70.0110000008823,-0.020045799259324967,0.0
12.668,0.01,-0.044,0,0,0,70.01000000097926,-0.020045794917267285,70.01000000097926,-0.020045794917267285,0.0
12.868,0.007,-0.048,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
13.076,0.005,-0.051,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
13.284,0.003,-0.052,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
13.492,0.0,-0.052,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
13.696,-0.002,-0.052,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
13.9,-0.002,-0.048,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
14.108,-0.001,-0.039,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
14.316,-0.001,-0.033,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
14.524,-0.003,-0.029,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
14.724,-0.007,-0.029,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
14.936,-0.01,-0.029,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
15.14,-0.014,-0.031,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
15.348,-0.015,-0.029,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
15.556,-0.013,-0.025,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
15.756,-0.011,-0.019,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
15.964,-0.009,-0.012,0,0,0,70.00999999981582,-0.020045794917262234,70.00999999981582,-0.020045794917262234,0.0
